ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														11	10:31:38.233	1540805539229227															0			Unclassified	4						1	196	1174	249	1121	222	1147			52,57	-25,19	66,76	-10,99	59,67	-18,09	279,34	187,26	528,90	326,55	191,45	533,42					562,19	562,19	4,71	5,16	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														19	10:31:38.241	1540805539237596															0		1	Saccade	8						2	196	1159	272	1119	234	1139			52,49	-21,20	72,81	-10,56	62,65	-15,88	279,38	187,45	528,56	326,56	191,42	532,62					561,96	561,96	4,73	5,18	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														27	10:31:38.250	1540805539245839															0			Unclassified	8						3	188	1169	246	1262	217	1215			50,33	-23,96	65,84	-48,82	58,08	-36,39	279,40	187,70	528,26	326,02	187,71	523,17					561,78	561,78	4,69	4,51	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														36	10:31:38.258	1540805539254199															0		2	Saccade	8						4	193	1198	253	1102	223	1150			51,59	-31,73	67,65	-6,03	59,62	-18,88	279,39	187,98	527,96	326,59	191,90	532,02					561,62	561,62	4,66	5,13	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														44	10:31:38.266	1540805539262553															0			Unclassified	8						5	194	1222	278	1099	236	1160			51,95	-38,15	74,38	-4,97	63,16	-21,56	279,36	188,30	527,67	326,00	188,27	522,62					561,48	561,48	4,54	5,00	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														52	10:31:38.275	1540805539270907															0		3	Saccade	142						6	149	1184	277	1104	213	1144			40,00	-27,87	74,06	-6,39	57,03	-17,13	279,26	188,65	527,53	325,95	188,59	522,40					561,48	561,48	4,87	5,02	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														61	10:31:38.283	1540805539279192															0		3	Saccade	142						7	263	1164	291	1101	277	1132			70,26	-22,64	77,81	-5,62	74,04	-14,13	279,95	177,70	501,27	325,91	188,90	522,20					533,08	533,08	4,56	4,97	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														69	10:31:38.291	1540805539287507															0		3	Saccade	142						8	169	1168	295	1012	232	1090			45,28	-23,76	78,86	18,16	62,07	-2,80	279,18	189,29	527,27	325,87	189,19	522,02					561,49	561,49	4,88	4,59	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														77	10:31:38.300	1540805539295864															0		3	Saccade	142						9	192	1183	278	1176	235	1179			51,48	-27,59	74,29	-25,87	62,89	-26,73	279,21	189,51	526,97	325,85	189,45	521,91					561,31	561,31	4,65	4,84	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														86	10:31:38.308	1540805539304223															0		3	Saccade	142						10	202	1160			202	1160			54,11	-21,51					279,20	189,77	526,93		-34,01						561,37		4,67		0	4				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														94	10:31:38.316	1540805539312584															0		3	Saccade	142						11	200	1181			200	1181			53,42	-27,12					279,21	190,00	526,89		-34,01						561,44		4,65		0	4				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														102	10:31:38.325	1540805539320850															0		3	Saccade	142						12	257	1141	267	1004	262	1072			68,69	-16,28	71,40	20,46	70,05	2,09	279,90	179,24	501,70	329,03	197,29	537,69					534,09	534,09	4,64	4,84	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														111	10:31:38.333	1540805539329194															0		3	Saccade	142						13	264	1134	340	1014	302	1074			70,60	-14,54	90,93	17,66	80,77	1,56	279,34	190,47	526,84	329,96	199,37	541,73					561,58	561,58	4,81	4,93	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														119	10:31:38.341	1540805539337540															0		3	Saccade	142						14	473	1109	575	1007	524	1058			126,58	-7,75	153,93	19,67	140,25	5,96	279,78	188,02	520,50	326,28	190,90	521,71					554,80	554,80	4,61	5,03	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														127	10:31:38.350	1540805539345891															0		3	Saccade	142						15			736	945	736	945					196,94	36,36						326,64	191,26	521,68						0,00		5,01	4	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														136	10:31:38.358	1540805539354250															0		3	Saccade	142						16	786	826	851	894	818	860			210,41	68,13	227,78	49,84	219,09	58,99	281,77	196,93	539,23	327,01	191,63	521,82					575,61	575,61	4,59	4,99	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														144	10:31:38.366	1540805539362517															0		3	Saccade	142						17	931	831	980	822	955	826			249,01	66,80	262,18	69,15	255,60	67,98	282,51	198,61	542,35	327,36	191,96	521,97					579,17	579,17	4,79	4,98	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														152	10:31:38.375	1540805539370848															0		3	Saccade	142						18	1072	798	1133	729	1102	763			286,91	75,69	303,32	94,26	295,12	84,97	282,74	198,21	540,77	331,10	199,78	539,02					577,57	577,57	4,83	4,99	0	0				
2018-10-29	3.4.8	Standard gaze following	New test	14	Rec 14	2018-10-29	70879	1920 x 1080		I-VT filter														161	10:31:38.383	1540805539379211															0		3	Saccade	142						19	1173	731	1228	708	1200	719			313,98	93,70	328,70	99,82	321,34	96,76	282,99	197,88	539,35	330,07	197,04	532,35					576,15	576,15	4,71	4,93	0	0				
